Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Item_Outlet_Sales
,0.056328717,63.9168,1985,Medium,1597.92
10.1,0.093862362,115.9492,1998,,231.6984
,0.015485016,185.6266,1985,Medium,4979.5182
,0.033276066,153.8314,1985,Medium,3723.1536
8.21,0.010781158,149.9392,1999,Medium,1938.8096
7.81,0.067730081,242.6486,2009,Medium,2199.1374
19.35,0.083079826,80.3644,1998,,157.1288
15.6,0.176244038,173.6764,1998,,515.3292
7.365,0.160216552,93.512,1999,Medium,1677.816
,0.070103425,179.4344,1985,Medium,5888.3352
5.73,0.045556681,85.3882,2009,Medium,1288.323
15.1,0.076193763,89.783,1999,Medium,2247.075
6.765,0.087187488,105.5306,1987,High,1567.959
14.85,0.035311852,160.9578,1999,Medium,4813.734
6.11,0.103080901,131.2968,1999,Medium,1957.452
20.1,0.075049323,110.4228,2007,,1105.228
5.73,0.045463871,85.2882,2002,,2061.3168
,0.015944801,249.5092,1985,Medium,6474.2392
8.645,0.021629781,51.9982,2002,,999.3658
15.6,0.081036436,112.3544,1987,High,2572.6512
7.76,0.059472609,98.77,2002,,1298.31
9.195,0.047081398,51.1666,1987,High,1179.1318
9.8,0.047260402,102.8016,1999,Medium,1922.8304
18.25,0.148673586,197.2452,1998,,195.7452
21.25,0.156012631,177.337,2009,Medium,2822.992
7.235,0.077011493,117.3492,2002,,1506.0396
,0.135836915,93.8094,1985,Medium,3237.1196
,0.030062224,154.3656,1985,Medium,2471.4496
18,0.008575615,80.2618,2009,Medium,644.4944
7.02,0.081096635,148.4734,1987,High,3563.3616
15.1,0.100060762,144.0786,2002,,2600.6148
21.2,0.007069662,175.7738,2009,Medium,1911.5118
16.6,0.046161923,176.6344,1998,,356.8688
12.15,0.079592733,37.3506,2002,,645.1602
16.25,0.025776994,169.9474,1999,Medium,2863.6058
11.5,0.020960615,133.2942,1987,High,2649.884
,0,87.3882,1985,Medium,1374.2112
5.465,0.048801674,132.1626,2007,,1573.9512
14.15,0,253.7014,2002,,5865.0322
8.655,0.088373591,119.3756,2002,,1454.1072
,0.035853059,176.8712,1985,Medium,3691.1952
9.3,0.01404119,199.1084,1999,Medium,396.8168
20.6,0.083473583,120.8756,2007,,1211.756
7.945,0.015863075,161.821,1987,High,2446.815
20.35,0.151308326,81.7276,1999,Medium,2030.69
16.85,0.023135131,44.8428,1987,High,703.0848
11.5,0.017714096,132.9626,2009,Medium,1442.7886
11.1,0,156.4604,1999,Medium,2376.906
9.395,0.040124625,85.1908,2009,Medium,1342.2528
15.75,0.166513779,38.0506,2009,Medium,265.6542
19.85,0.06478563,123.7704,2007,,2503.408
9.5,0.085223447,189.2872,1999,Medium,6050.7904
15.6,0.143915417,127.5994,2007,,2441.4886
15,0.02681843,219.7456,1987,High,3094.6384
14.8,0.04407225,109.057,2009,Medium,1428.141
17.35,0.027653795,88.0856,1999,Medium,1318.284
9.8,0.04714777,102.4016,1987,High,1720.4272
19.35,0.062882112,164.1184,2007,,2807.0128
18.6,0.152294691,98.9358,1999,Medium,1508.037
12.6,0.041726942,122.0072,2009,Medium,1470.0864
,0.055121892,196.7768,1985,Medium,5912.304
,0.132500853,220.3798,1985,Medium,5289.1152
8.06,0.021409913,229.7326,1999,Medium,6930.978
12.1,0.015497337,165.5526,2009,Medium,3453.5046
,0.065612808,62.351,1985,Medium,2150.534
17.2,0.012030747,166.6184,1999,Medium,1155.8288
,0.075603699,215.1218,1985,Medium,3205.827
16.7,0.070096518,217.885,1987,High,3894.93
,0.104786172,172.2764,1985,Medium,1545.9876
18.2,0.043626605,241.4196,1998,,482.0392
20.2,0.117839328,195.211,2009,Medium,2356.932
,0.089858447,84.5882,1985,Medium,2061.3168
17.75,0.156701315,240.7538,1987,High,4566.7222
8.71,0,43.5744,2007,,498.0184
18.85,0.139087683,251.7724,2007,,3020.0688
16,0.040911824,141.2496,1987,High,3387.5904
13.35,0.149974858,179.766,2009,Medium,5932.278
11.8,0.026072872,99.8674,2007,,1018.674
10.65,0.085482761,231.4668,2009,Medium,3225.1352
12.1,0.015521768,165.8526,2007,,3124.5994
14.1,0.125675936,86.9198,1987,High,1133.8574
,0.07204818,177.937,1985,Medium,6881.043
16.5,0.068263916,104.799,2002,,1238.388
14.3,0.109144085,88.2856,1998,,175.7712
17.25,0.035118834,93.412,1999,Medium,932.12
5.785,0.054066567,87.0856,2009,Medium,1406.1696
13.65,0.012823829,55.5588,2007,,916.1408
6.26,0.009883257,149.8366,1999,Medium,1964.7758
,0.041754584,53.464,1985,Medium,1597.92
19.7,0.112036236,174.937,1998,,882.185
19.7,0.161610636,255.2014,2007,,3570.0196
13.65,0.078909166,186.724,1999,Medium,4474.176
20.1,0.077769768,63.0536,2009,Medium,980.0576
12.6,0.021951613,250.9092,1987,High,4731.1748
20.85,0.097770004,222.8746,1999,Medium,3589.9936
5.98,0.043809261,146.8418,2007,,1765.7016
16.35,0.032671446,165.4842,2009,Medium,1492.0578
12.1,0,145.1444,1987,High,3338.3212
9.895,0.060188932,233.0642,2002,,6041.4692
8.51,0.016135764,195.6478,1999,Medium,4262.4516
,0.024286378,194.711,1985,Medium,5892.33
9,0.065350715,175.437,1999,Medium,3175.866
5.11,0.035071955,163.221,2007,,2773.057
19.5,0.030742083,85.554,1999,Medium,1211.756
9.195,0.015949001,84.1592,2007,,1238.388
16.7,0.038496166,147.5102,1987,High,5540.7876
19,0.017746826,210.8244,1999,Medium,2540.6928
,0.065272284,256.1646,1985,Medium,3349.6398
10.395,0.030281543,116.3176,2009,Medium,1259.6936
17,0.211306673,125.1362,1998,,251.6724
15.85,0.061190964,47.1744,1999,Medium,996.0368
10.195,0.107307677,149.8076,1987,High,2217.114
6.57,0.066338717,261.4278,2009,Medium,4165.2448
8.43,0,195.3768,2007,,1576.6144
7.39,0.120524922,142.247,2002,,2433.499
16,0.061192211,224.1404,2007,,4725.8484
13.1,0.075056542,76.0354,1999,Medium,601.8832
,0.017556795,129.9626,1985,Medium,3410.2276
13.5,0.129077455,95.2068,2002,,583.2408
20.6,0.047896393,185.8556,1987,High,1689.8004
15.2,0.021240491,216.9824,1999,Medium,4804.4128
,0.031743707,179.1344,1985,Medium,1605.9096
5.88,0.003612411,154.1998,2007,,3537.3954
6.03,0.022796178,178.1028,2009,Medium,1416.8224
18.85,0.016132592,130.2626,1999,Medium,3016.7398
7.68,0.152429537,85.5224,1987,High,1278.336
15.35,0.035348491,124.673,2007,,2093.941
13.1,0.020903193,119.2782,1999,Medium,3098.6332
10.1,0.054853377,198.6084,2009,Medium,2182.4924
12.65,0.035482562,231.401,2002,,2526.711
14.6,0.042923071,109.8254,1987,High,1627.881
11.1,0.036174285,176.0712,2009,Medium,1581.9408
,0.033597374,197.2426,1985,Medium,3163.8816
8.63,0.028320655,172.5422,1999,Medium,2241.7486
19.6,0.056744064,55.6614,1998,,165.7842
19.35,0.039990314,165.0868,1999,Medium,982.7208
14,0.030155224,214.7192,2002,,3020.0688
12.15,0.062541552,34.3532,2009,Medium,251.6724
8.325,0.029845243,41.6138,2002,,284.2966
7.475,0.149125615,241.6854,2009,Medium,6042.135
6.385,0.083768522,109.8596,1987,High,3235.788
18.5,0.062205112,148.3418,1987,High,1765.7016
11.5,0.0463847,118.9124,2007,,1540.6612
7.93,0.071425647,45.9086,2009,Medium,1070.6064
13.65,0.036033639,183.7924,2002,,2591.2936
12.35,0.158337479,157.9946,1987,High,3313.6866
14,0.030140981,216.0192,1999,Medium,2588.6304
9.6,0.024515221,189.2214,1999,Medium,3956.8494
16.85,0.133385398,109.8544,1998,,223.7088
17.1,0.128614205,111.6886,1999,Medium,1556.6404
,0.047551568,249.1092,1985,Medium,8217.3036
19.7,0.066879757,174.437,1987,High,1587.933
16.1,0.160379061,33.6558,2009,Medium,203.7348
11.3,0.054861393,96.9094,2007,,952.094
6.035,0.141542481,153.1998,2002,,1537.998
17.6,0.053397642,46.706,2009,Medium,699.09
6.675,0.021710275,34.9874,2002,,247.0118
15.5,0.075688032,262.9568,1987,High,1845.5976
9.395,0.045340279,85.025,1999,Medium,2080.625
16.1,0.100149459,78.4328,1987,High,1158.492
15,0.162348584,185.9266,2007,,4610.665
9.6,0.036341539,142.9154,1999,Medium,3261.7542
14.1,0.087920675,228.5668,1987,High,1151.834
11.5,0.042087749,192.682,2002,,3861.64
12.1,0.016921927,178.366,2007,,4314.384
7.42,0.020423549,249.0092,1999,Medium,2988.1104
15.1,0.173833129,196.511,2002,,4713.864
7.855,0,220.1482,2009,Medium,4600.0122
,0.091780142,182.5266,1985,Medium,6454.931
13.8,0.141234932,263.7884,1987,High,5564.7564
15,0.19899855,226.5694,1998,,913.4776
14.3,0.065153295,88.4856,1987,High,1406.1696
11.5,0.037782943,106.6254,2007,,325.5762
9.21,0.008782561,119.8414,2002,,1340.2554
,0.142728113,95.141,1985,Medium,2510.066
10,0.073493831,118.344,1999,Medium,1797.66
18.5,0.025907416,87.7172,2007,,802.9548
20.6,0.046280998,177.4344,2007,,1962.7784
9.3,0.044624064,245.4802,1987,High,3193.8426
11.395,0.009898492,48.8034,2002,,777.6544
11.8,0.189689886,184.3924,1998,,370.1848
8.01,0.070189131,37.9532,1987,High,826.9236
15,0.119374946,229.3694,2009,Medium,5024.1268
13.35,0.065215312,93.4804,2009,Medium,1102.5648
,0.095635061,130.7942,1985,Medium,3047.3666
21.25,0.019533098,120.4756,2007,,1938.8096
9.3,0.111127966,63.1826,1987,High,2002.0606
,0.075368868,35.2532,1985,Medium,970.7364
14.5,0.063962842,263.1594,1999,Medium,2616.594
,0.01031535,208.4954,1985,Medium,3751.1172
7.1,0.110633958,173.808,2007,,1211.756
17.35,0.014721579,73.1038,2002,,886.8456
18,0.019465205,128.6994,2009,Medium,2441.4886
6.615,0.091895319,248.6408,1987,High,3504.7712
11.5,0.037646623,107.5254,2002,,325.5762
19.1,0.092060694,183.7608,1999,Medium,4777.7808
,0.04765803,188.3898,1985,Medium,5238.5144
7.05,0.05587277,222.1088,2007,,4026.7584
16.35,0.02844314,98.141,1998,,386.164
9.105,0.064410783,33.39,1998,,33.29
7.55,0.027224917,152.934,2002,,2450.144
5.5,0.047059016,100.1016,1987,High,2125.2336
7.59,0.14526636,172.908,1999,Medium,6231.888
9.5,0.041851461,31.49,1987,High,466.06
6.11,0.152262171,44.4086,2002,,1159.8236
5.655,0.085757338,164.75,2007,,1498.05
10.65,0.048762383,165.2526,1999,Medium,3946.8624
17.7,0,46.8034,2007,,923.4646
12.8,0.075996742,97.141,1987,High,2799.689
19.85,0,126.1704,2009,Medium,1877.556
15.7,0.204984538,111.0544,1998,,223.7088
15.6,0.173573164,114.4518,2007,,2390.8878
9.8,0.056339618,84.2908,1987,High,755.0172
19.5,0.014262413,57.1614,1987,High,331.5684
13.6,0.11830085,196.2136,2007,,1944.136
15.1,0.067181098,258.8304,1999,Medium,5424.9384
17.35,0,79.2618,2009,Medium,966.7416
13.5,0.068256316,60.9562,2007,,533.3058
,0.014143673,187.3872,1985,Medium,2836.308
12.15,0.018439138,254.7698,1999,Medium,5073.396
,0.041370245,46.2376,1985,Medium,814.9392
,0.020312314,98.1042,1985,Medium,2777.7176
14.65,0.011212719,55.6614,2002,,1049.9666
13.3,0.063925726,151.8708,2007,,1655.1788
20.1,0.034848629,118.6782,2007,,2502.7422
14.3,0,89.8856,2009,Medium,1406.1696
7.42,0.02050719,249.7092,2007,,7719.2852
,0.025960174,214.885,1985,Medium,4976.855
9.5,0.085020342,188.7872,1987,High,1701.7848
7.075,0.097660814,141.8128,1998,,143.8128
7.96,0,160.7894,2007,,3235.788
6.135,0.115265695,160.5236,2002,,2094.6068
14.6,0.043133816,109.7254,2009,Medium,651.1524
,0.176834351,172.1422,1985,Medium,5000.8238
8.315,0.035644325,147.1444,2002,,870.8664
10.1,0.279783532,241.8512,1998,,484.7024
9.895,0.048738014,262.1278,1999,Medium,3904.917
11.5,0.020686161,85.054,2007,,1731.08
18.25,0.079342006,226.0062,1999,Medium,1805.6496
5.365,0.140811559,173.5764,2009,Medium,2061.3168
6.095,0.08152738,140.3154,2009,Medium,1843.6002
,0.058198141,110.4544,1985,Medium,4250.4672
16.75,0.081446638,257.0988,1999,Medium,6424.97
21.25,0.019462623,120.8756,2002,,1575.2828
,0.072317217,230.2668,1985,Medium,8062.838
12.1,0.020684919,148.5734,2007,,1336.2606
15.1,0.087604871,242.2512,1998,,484.7024
8.6,0,131.531,1999,Medium,2466.789
17.6,0.041681059,164.2526,1999,Medium,1315.6208
11.6,0.017817285,177.0686,2009,Medium,1422.1488
20.35,0.014909465,232.3958,2007,,6076.0908
17.35,0.041439718,93.7804,1987,High,2848.2924
8.5,0.097803261,50.5324,1987,High,882.8508
14.5,0.041313203,42.0454,1999,Medium,377.5086
9.195,0.130657442,106.4596,1998,,215.7192
17.75,0.029700018,140.3838,1999,Medium,1404.838
8.775,0,111.3228,1999,Medium,1436.7964
16.7,0.070312473,189.6214,2007,,2826.321
15.2,0.019064377,238.2248,1999,Medium,3555.372
,0,115.2176,1985,Medium,1030.6584
5.21,0.011072173,257.8962,2007,,4402.9354
10.3,0,115.7176,2007,,1717.764
18.25,0.060342304,165.9526,1999,Medium,1644.526
21.25,0.113833823,232.83,2002,,1398.18
10.3,0.024935297,172.0422,1999,Medium,3966.1706
9.195,0.047387144,50.8666,2007,,871.5322
7.68,0.152865879,84.9224,2002,,1619.2256
,0.163148041,116.6124,1985,Medium,3199.8348
12.1,0.02984176,144.4444,2002,,3628.61
9.695,0.047622786,246.2144,2009,Medium,3675.216
6.38,0.03187163,179.5344,1987,High,4103.9912
20.5,0.112638016,195.5478,2002,,3874.956
,0.056192276,103.1648,1985,Medium,1973.4312
5.695,0.06797671,257.4988,2009,Medium,3083.9856
19.2,0.142189843,153.8314,1998,,155.1314
20.35,0.014813268,234.9958,1987,High,5842.395
9.195,0.080442371,107.7622,1998,,105.8622
,0.092145264,120.7098,1985,Medium,3735.8038
10.195,0.012483408,195.411,2002,,2749.754
17.85,0,148.005,2009,Medium,898.83
7.5,0.036204764,176.1028,1987,High,1948.1308
6.59,0.026238087,121.6098,2002,,2410.196
10.895,0.137584599,262.2568,2007,,3954.852
,0.080741927,220.8798,1985,Medium,6170.6344
14.6,0.059741172,179.6976,2007,,5070.7328
9.6,0.051677051,258.062,2009,Medium,2856.282
10.3,0,189.053,2002,,5313.084
17,0.016055615,228.4352,2007,,8245.2672
8.645,0.021619564,50.6982,1999,Medium,736.3748
16,0.173027688,155.2972,1999,Medium,3583.3356
6.155,0.095045476,213.456,2009,Medium,2556.672
13.1,0.037793818,173.8054,2007,,2801.6864
11.8,0.054460571,77.0012,2007,,2277.036
14.15,0.014719325,196.911,1998,,392.822
,0.066828857,114.186,1985,Medium,1924.162
20.7,0.04903471,39.9506,2007,,872.8638
15.2,0.035497039,216.7824,1998,,436.7648
21.25,0.01945343,120.8756,1999,Medium,1454.1072
9.395,0.109713464,41.3112,2007,,255.6672
,0,130.531,1985,Medium,5582.733
7.895,0.094952408,101.1332,2009,Medium,1332.9316
14,0.029026218,131.331,2007,,3635.268
5.365,0.140123575,172.0764,1987,High,2748.4224
16.35,0.03272295,165.7842,2007,,1823.6262
15.75,0.135836828,100.37,2007,,1298.31
7.5,0.036382524,177.9028,2009,Medium,1416.8224
14.8,0,189.3846,1987,High,4777.115
7.07,0.094201018,115.8834,2007,,1036.6506
20.5,0.143506376,34.719,1999,Medium,768.999
9.5,0.221856492,231.8668,1998,,230.3668
15,0.071312064,125.7362,1987,High,3020.0688
11,0.133352623,219.7798,1999,Medium,2644.5576
,0,64.2168,1985,Medium,1278.336
15.15,0.066446521,147.976,2009,Medium,732.38
14.1,0.066979957,196.7084,1999,Medium,3174.5344
8.42,0.187918654,65.4168,1998,,127.8336
,0.051924192,121.0072,1985,Medium,2940.1728
,0.054806734,145.1444,1985,Medium,3918.8988
8.615,0.116722514,95.4436,2009,Medium,567.2616
9.8,0.013863257,45.106,1999,Medium,1398.18
,0,109.1938,1985,Medium,2036.6822
13.65,0.026067434,78.8302,2007,,713.0718
20.5,0.119547387,108.9596,1999,Medium,539.298
,0.032024659,62.7194,1985,Medium,1857.582
10.8,0.041950753,190.0214,2002,,2449.4782
15,0.091018048,60.2904,1998,,117.1808
11.6,0.017845372,179.0686,2007,,5688.5952
6.775,0.105459307,84.625,2002,,2496.75
9.31,0.038032068,61.351,2002,,822.263
15,0.064504433,47.306,2007,,652.484
13.3,0.021306635,119.8124,1999,Medium,1896.1984
16,0.116063284,59.1246,2009,Medium,753.0198
6.48,0.034091649,146.2076,2007,,2364.9216
,0.088551694,191.5504,1985,Medium,5944.2624
8.39,0.024185517,115.7176,1987,High,1374.2112
17.7,0.041163522,80.8276,2007,,1868.2348
12.5,0,80.8592,1998,,82.5592
,0,248.8092,1985,Medium,6474.2392
12.35,0.041907648,36.2216,2009,Medium,346.216
6.155,0.094807042,213.356,1999,Medium,3835.008
16.75,0.128778474,89.1856,1987,High,1581.9408
16.75,0.060668416,172.4106,2002,,2908.8802
15.1,0.056067524,139.8496,2009,Medium,1270.3464
21.25,0.114066204,233.03,2009,Medium,5592.72
17.6,0.097135675,89.3856,1987,High,1318.284
,0.032610007,37.4822,1985,Medium,942.7728
13.15,0.165616415,172.6764,1999,Medium,2061.3168
,0.030362777,210.5244,1985,Medium,6775.1808
5.48,0.015138834,81.925,2002,,3079.325
19.35,0.031069993,112.0544,1998,,223.7088
9.195,0.115535487,59.5246,2007,,810.9444
5.26,0.02454694,95.7068,1999,Medium,1166.4816
,0.067175915,187.124,1985,Medium,3728.48
20.7,0.114022125,92.9436,1987,High,2174.5028
13.6,0.010033871,177.937,2009,Medium,2293.681
5.82,0.080765853,169.179,1999,Medium,2037.348
7.76,0.05930285,98.77,1987,High,1697.79
18.35,0.041753387,187.6872,2002,,2836.308
7.285,0.050065211,157.4288,2002,,2042.6744
15.1,0.096020459,133.7942,1987,High,2384.8956
7,0.15202235,106.628,2009,Medium,639.168
,0.087383304,180.4292,1985,Medium,4013.4424
18.35,0.03066757,193.4162,2007,,2116.5782
13.8,0,74.3012,2002,,1669.8264
,0.097429924,172.8738,1985,Medium,3649.2498
8.895,0.039120291,206.8296,2002,,4154.592
,0.01055095,234.9958,1985,Medium,13086.9648
15.5,0.053480419,42.377,2002,,1211.756
14.5,0.128520186,101.4332,2002,,1948.1308
,0.044444956,245.2802,1985,Medium,10072.8882
8.26,0.034544435,116.0834,2009,Medium,1267.0174
10,0.073678663,120.944,2009,Medium,2037.348
9,0.079668739,79.6644,2009,Medium,1571.288
5.655,0.085447928,165.85,2002,,1830.95
18.6,0.080434451,93.4436,1987,High,1701.7848
15,0.044978225,140.8838,1999,Medium,2247.7408
20.5,0.023190134,153.434,2002,,3981.484
8.77,0.046962004,173.8422,2009,Medium,3448.844
18.75,0.05233528,108.128,2007,,1065.28
19.85,0.17635245,220.8772,2002,,4225.1668
17.5,0.013692598,259.7304,2009,Medium,3616.6256
11.65,0.018275816,110.8544,1998,,111.8544
,0.158954903,34.9558,1985,Medium,1120.5414
16.6,0.050392993,118.4124,2002,,3199.8348
18,0.008558144,79.0618,2002,,1208.427
7.17,0.059820884,130.3968,1999,Medium,3523.4136
10.3,0.070149088,264.5226,1999,Medium,3436.1938
,0.095919472,162.6552,1985,Medium,5685.932
11.5,0.286357776,123.9704,1998,,375.5112
7.855,0.161798604,37.2848,1999,Medium,745.696
17.35,0,72.2038,2007,,886.8456
,0.049842613,164.2526,1985,Medium,3946.8624
15.7,0.037201127,181.7634,1987,High,2544.6876
15.7,0.045274134,177.966,1999,Medium,3415.554
15.2,0.097457483,114.4492,2009,Medium,579.246
6.67,0,133.0626,1999,Medium,1573.9512
,0.041273391,91.6804,1985,Medium,3858.9768
,0.141997869,90.5514,1985,Medium,2036.6822
8.975,0,84.9224,2009,Medium,1278.336
13.8,0.058339153,246.2802,2009,Medium,1228.401
6.11,0.103503049,129.6968,2007,,1174.4712
7.785,0.140342195,105.6306,2007,,627.1836
,0.12929931,178.237,1985,Medium,7939.665
,0.008903212,120.9756,1985,Medium,2787.0388
7.5,0,59.2588,1999,Medium,916.1408
5.985,0.005661669,186.5924,1987,High,2591.2936
6.78,0,95.012,1999,Medium,2050.664
18.6,0.17133418,48.8376,1987,High,287.6256
8.63,0.047329385,174.1422,1998,,517.3266
11.8,0.170977155,117.0834,2009,Medium,1842.9344
7.075,0.058298384,145.8128,1987,High,1725.7536
8.395,0.039715591,100.1042,2007,,1289.6546
17.85,0.046824729,153.6682,2009,Medium,1829.6184
12.35,0.311090379,79.2328,1998,,154.4656
14.6,0.059611153,238.3538,2002,,2163.1842
,0.103517853,164.95,1985,Medium,4161.25
20.7,0.170072462,183.8266,1999,Medium,1844.266
8.77,0,173.6422,1987,High,517.3266
20.25,0.036399734,219.3482,2002,,8323.8316
17.7,0.012567811,168.4474,2002,,2358.2636
8.315,0.035773394,144.3444,2007,,3483.4656
,0.046382793,122.8388,1985,Medium,2972.1312
7.81,0.067836851,246.1486,2007,,5375.6692
11.1,0,220.7482,1999,Medium,4380.964
18.1,0.022434418,96.2094,1999,Medium,952.094
12.15,0,39.1506,2007,,1480.0734
9.5,0.085437778,188.4872,2009,Medium,3592.6568
15.25,0.089998959,215.1192,2002,,2157.192
,0.054288646,96.6094,1985,Medium,2189.8162
,0.06908877,52.3324,1985,Medium,1298.31
12.85,0.137441201,157.663,1999,Medium,2659.871
12.5,0.051970788,103.699,1998,,412.796
7.905,0,109.1254,2007,,1627.881
17.85,0.02492239,153.4998,2009,Medium,2922.1962
7.21,0.144924795,100.8332,2002,,1537.998
16.2,0.050625182,193.1162,2007,,2501.4106
14,0.02371512,103.8332,1987,High,1743.0644
8.42,0.112177581,65.9168,1987,High,958.752
9.3,0.04774013,195.0136,1998,,194.4136
17.85,0.020989308,260.7936,2002,,4697.8848
,0.01769927,74.2012,1985,Medium,1290.3204
6.13,0,60.1536,1987,High,1102.5648
20.1,0.054816926,194.282,2009,Medium,1544.656
16.5,0.068511103,103.699,2007,,1651.184
,0.068754395,54.5614,1985,Medium,1713.1034
13.8,0.024660202,87.4172,1998,,178.4344
20.5,0.036344721,122.3756,2007,,2544.6876
11.8,0.008554052,116.9492,1987,High,1969.4364
,0.170000805,155.963,1985,Medium,4537.427
20.25,0.148302815,108.3938,1999,Medium,2787.0388
15.85,0.081914677,177.637,1999,Medium,3352.303
17.7,0.029914022,166.2816,1987,High,2516.724
,0.043551753,184.495,1985,Medium,7873.085
14.65,0.099692906,50.9666,2007,,717.7324
10.895,0.059834024,133.5284,1998,,263.6568
15.75,0.166174549,37.4506,2002,,1062.6168
8.985,0.057944376,131.531,2002,,1428.141
17.6,0.065649353,94.841,1998,,193.082
,0.080249973,168.679,1985,Medium,4923.591
9.195,0.064113698,86.5566,1999,Medium,1183.7924
,0.048841794,64.7168,1985,Medium,3068.0064
,0.096000183,43.7086,1985,Medium,1293.6494
20.2,0.074177667,93.2462,1987,High,1018.0082
,0.04368089,110.157,1985,Medium,2306.997
7.75,0.083268523,32.9558,2009,Medium,101.8674
20.2,0,197.211,1987,High,3535.398
19.35,0.062625641,165.3184,1999,Medium,1651.184
7.365,0.042646566,225.172,2002,,452.744
8.3,0.03555434,37.4506,2007,,796.9626
16.75,0.105068444,156.663,2002,,2816.334
10.695,0.060912865,173.8712,2009,Medium,4570.0512
10.695,0.01141595,74.0038,1987,High,1034.6532
19.75,0.012499004,188.0872,2009,Medium,2458.1336
7.97,0.036045991,107.5596,1998,,431.4384
15.7,0.16098885,57.8562,2002,,651.8182
15.1,0.055793586,139.7496,1987,High,3952.1888
6.63,0.104445322,167.25,2009,Medium,1830.95
8.6,0.032687702,140.9154,2002,,1134.5232
,0.026949463,197.711,1985,Medium,4910.275
13,0.041909345,255.0014,2002,,5865.0322
5.98,0.04363058,148.2418,1999,Medium,1618.5598
6.03,0,175.1028,1999,Medium,1593.9252
13.8,0.014793124,88.5172,2009,Medium,2408.8644
,0.065928735,183.0292,1985,Medium,8209.314
,0.01583438,228.5668,1985,Medium,3225.1352
20.1,0.014925407,143.4154,1987,High,3545.385
9.17,0.102893121,141.947,1987,High,4008.116
12.85,0.108102606,233.3642,1987,High,3950.1914
15.35,0.073697713,91.912,2007,,559.272
16.7,0.091437584,64.3168,1998,,127.8336
6.67,0.12332588,90.2514,1987,High,974.0654
20.5,0.112584813,192.0478,1999,Medium,1549.9824
8.42,0.030905215,227.6352,2002,,2748.4224
15.2,0.104365283,177.1054,2007,,3151.8972
17,0.087387669,125.073,1998,,369.519
17.6,0.053481818,47.806,2007,,1071.938
18,0.073306615,155.0972,1999,Medium,3894.93
14.6,0.043021542,196.9084,1998,,595.2252
5.8,0.13169655,89.4172,2007,,2498.0816
9.8,0.090834158,192.2478,2009,Medium,4068.7038
17,0.136008489,171.7106,2002,,1711.106
18.6,0.17174348,48.8376,1999,Medium,1294.3152
8.895,0.08154715,49.8008,2007,,759.012
,0.027570939,86.6198,1985,Medium,2529.3742
10.3,0.146767897,102.3648,2009,Medium,1557.972
19.25,0.03467086,141.8496,1987,High,2399.5432
15.3,0.08511049,215.7218,2009,Medium,1923.4962
,0.012592289,123.3414,1985,Medium,4751.8146
,0.05357685,122.2072,1985,Medium,3552.7088
18.6,0.077168705,160.6236,2009,Medium,1611.236
14.5,0.032597778,163.621,1998,,815.605
13.5,0.021583971,179.5976,2009,Medium,2173.1712
10.3,0.078903499,177.637,2002,,4234.488
7.155,0.281509514,33.8874,1998,,35.2874
16.5,0.012689327,39.7506,2009,Medium,227.7036
5.59,0.094741514,63.1168,1998,,191.7504
15.15,0.046496777,149.6708,1998,,300.9416
13.1,0.076005548,166.1158,2007,,1169.8106
8.06,0,232.7326,2009,Medium,3696.5216
10.195,0,139.5838,2009,Medium,4495.4816
10.1,0.053732324,49.8008,1998,,303.6048
6.235,0.033807904,258.9962,1998,,258.9962
12.5,0.020782036,198.3742,2009,Medium,2587.9646
11.35,0.063173691,86.1856,1987,High,1494.0552
9.065,0.115563679,96.0094,2002,,1713.7692
11.65,0.076278201,85.1908,2007,,671.1264
18.2,0.012223687,57.1904,1999,Medium,1640.5312
6.115,0.011419301,91.0488,2009,Medium,1629.8784
6.92,0.131458247,90.5804,2009,Medium,183.7608
7.035,0.021883368,263.791,1999,Medium,4996.829
10.5,0.025041738,218.7508,2002,,3255.762
17.6,0.018934719,237.759,1999,Medium,3545.385
,0.021392306,182.0976,1985,Medium,6157.3184
19.75,0.041448824,116.5466,2002,,2828.3184
16.5,0.028395167,91.7146,1987,High,2462.7942
13.15,0.165221717,172.0764,1987,High,4466.1864
20.5,0.019277945,82.8592,2009,Medium,1733.7432
16.25,0.057629899,123.9046,2009,Medium,1120.5414
8.775,0.021647195,109.5228,2002,,994.7052
8.77,0.046866331,170.5422,2002,,1551.9798
19.35,0,238.6564,1987,High,3575.346
16.25,0.087102593,96.041,1987,High,868.869
11.5,0.01774202,129.6626,2007,,1836.2764
11.1,0.010632752,82.5908,1987,High,1510.0344
,0.031116081,55.264,1985,Medium,1544.656
5.59,0.05671761,62.9168,2002,,1406.1696
6.55,0.024505418,102.9332,1987,High,1845.5976
6.85,0.03830192,261.2594,1998,,1046.6376
21.25,0.024693927,144.1102,1999,Medium,1749.7224
,0.010590075,84.6908,1985,Medium,3691.1952
12.8,0.190569038,138.7838,1998,,280.9676
,0.088394115,194.7452,1985,Medium,5872.356
20.25,0,145.6418,1987,High,3384.2614
,0.129783577,78.2328,1985,Medium,1004.0264
7.075,0.058465268,145.3128,2002,,1869.5664
6.63,0.01098386,55.4588,2009,Medium,343.5528
8.935,0.040245222,54.9298,1999,Medium,1348.245
7.935,0.017253305,51.435,2007,,499.35
7.485,0.069231189,112.1228,1999,Medium,1215.7508
